index,tweet,tweettype
316,@xxmariab listen yh don't provoke me cos I'll make you cry,anger
317,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger
318,Bloody parking ticket ðŸ˜’ðŸ’¸,anger
319,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas!,anger
320,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!!,anger
321,"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger
322,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger
323,@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,anger
324,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger
325,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger
326,@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger
327,@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,anger
328,Delete this shit Josh just screenshotted my snap me,anger
329,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger
330,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,anger
331,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ #fuming,anger
332,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger
333,"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger
334,A @FirstBSA not turning up? Why am I not surprised. Late for work again!,anger
335,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger
336,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell ðŸŒðŸŒš ;),anger
337,I am just so bitter today ðŸ˜,anger
338,@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger
339,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚,anger
340,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger
341,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger
342,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸,anger
343,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger
344,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,anger
345,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help!,anger
346,@alicehouston18 sorry I'm just angry my drone flew away,anger
347,@carefreeash_ id be fuming,anger
348,@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,anger
349,@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger
350,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,anger
351,Why mfs so bitter,anger
352,"im on holiday for the next round, fuming!",anger
353,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger
354,@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger
355,"Like if you aggravate me constantly, byeeeeeeee",anger
356,"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger
357,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger
358,hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger
359,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger
360,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger
361,@JuliaHB1 Bloody right,anger
362,i have so much hw tonight im offended,anger
363,Like hello? I am your first born you must always laugh at my jokes. #offended,anger
364,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger
365,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES,anger
366,d apparently he's supposed to have a Scottish accent??? I'm #offended,anger
367,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic worldâ€. â€¢",anger
368,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!,anger
369,@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger
370,"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger
371,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger
372,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger
373,Fake people irritate me,anger
374,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,anger
375,#Anger or #wrath is an intense emotional response.,anger
376,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger
377,if we let that in id be fuming poor keeping,anger
378,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger
379,"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",anger
380,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,anger
381,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul",anger
382,Candace &amp; her pout are getting right on my tits #GBBO,anger
383,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv.,anger
384,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger
385,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",anger
386,ESPN just assumed I wanted their free magazines #offended,anger
387,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,anger
388,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',anger
389,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry,anger
390,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended,anger
391,... flat party and I instantly get bollocked about it.,anger
392,@everycolorbot more like every color looks the same #triggered #colorblind #offended,anger
393,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.,anger
394,"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.",anger
395,@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger
396,@Idubbbz @LeafyIsHere  I am offended,anger
397,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",anger
398,@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!,anger
399,Candice's pout is gonna take someone eye out mate! #GBBO,anger
400,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,anger
401,@jwolfie_ why you gotta use the dark skin emoji #offended,anger
402,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger
403,"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",anger
404,"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",anger
405,ot to be That Personâ„¢ but i get bitter seeing some ravi stans,anger
406,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",anger
407,Michelle is one of the worst players in bb history #bb18 #bbfinale,anger
408,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger
409,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",anger
410,"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo",anger
411,Connivers blind to existential fury,anger
412,guys irritate me,anger
413,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,anger
414,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger
415,Need a new outlet for #rage,anger
416,@swagalini ive been through the denial and anger i am in pure acceptance,anger
